year,fore-aft,lateral-force,norma-force
1389,-0.07568,-0.13273,0.00487
1390,-0.10332,-0.13165,-0.00938
1391,-0.08196,-0.16277,-0.00305
1392,-0.08584,-0.12314,-0.00402
1393,-0.11497,-0.10166,0.00658
1394,-0.05143,-0.1547,-0.01013
1395,-0.11671,-0.13808,0.00646
1396,-0.07255,-0.1594,0.00919
1397,-0.09299,-0.15,0.0064
1398,-0.09838,-0.14075,-0.00575
1399,-0.088,-0.15009,0.00868
1400,-0.10952,-0.14995,-0.00147
1401,-0.08238,-0.16484,-0.01693
1402,-0.09771,-0.14093,-0.00664
1403,-0.10006,-0.14373,0.00601
1404,-0.10903,-0.11395,-0.00178
1405,-0.0985,-0.17555,-0.00813
1406,-0.08424,-0.10636,-0.00097
1407,-0.09197,-0.14992,-0.01404
1408,-0.0927,-0.13413,-0.00888
1409,-0.08897,-0.13812,-0.01194
1410,-0.08374,-0.13517,0.00629
1411,-0.10457,-0.16309,-0.00848
1412,-0.08652,-0.15832,0.01085
1413,-0.10218,-0.16713,0.00193
1414,-0.09205,-0.14481,-0.00255
1415,-0.07199,-0.15051,0.00408
1416,-0.09406,-0.10982,0.00871
1417,-0.09438,-0.1175,0.00261
1418,-0.07751,-0.14395,0.00479
1419,-0.09751,-0.1577,-0.00579
1420,-0.09546,-0.13106,-0.00462
1421,-0.07987,-0.1364,-0.00901
1422,-0.0884,-0.12984,-0.00162
1423,-0.08332,-0.15161,0.00224
1424,-0.09612,-0.13752,-0.00405
1425,-0.10489,-0.16654,0.0098
1426,-0.08832,-0.15804,-0.00518
1427,-0.08619,-0.14117,-0.00605
1428,-0.10261,-0.14347,0.00418
1429,-0.10316,-0.15219,-0.01334
1430,-0.08681,-0.13051,-0.00742
1431,-0.10887,-0.13928,-0.0003
1432,-0.08529,-0.13797,-0.00228
1433,-0.08536,-0.12741,-0.01552
1434,-0.09416,-0.14347,-0.0102
1435,-0.08596,-0.1323,-0.00111
1436,-0.08639,-0.13688,0.0042
1437,-0.08693,-0.15558,-0.00665
1438,-0.08667,-0.14993,0.00768
1439,-0.09836,-0.17624,0.00801
1440,-0.08485,-0.13685,0.00727
1441,-0.10099,-0.17602,0.00711
1442,-0.13738,-0.13731,-0.00961
1443,-0.07023,-0.13658,0.00015
1444,-0.09119,-0.19672,-0.00743
1445,-0.07634,-0.17288,0.0106
1446,-0.06521,-0.12572,0.00807
1447,-0.09655,-0.13643,0.00036
1448,-0.10944,-0.12179,-0.00071
1449,-0.09695,-0.13941,0.00176
1450,-0.08647,-0.16654,-0.00803
1451,-0.08835,-0.14947,-0.00802
1452,-0.09172,-0.15972,0.00303
1453,-0.06551,-0.12471,-0.00294
1454,-0.06673,-0.17147,-0.00364
1455,-0.08771,-0.14545,-0.00764
1456,-0.06213,-0.14679,-0.00602
1457,-0.10599,-0.16819,0.00049
1458,-0.09802,-0.15536,-0.00384
1459,-0.07509,-0.16513,-0.00981
1460,-0.08242,-0.16395,0.00163
1461,-0.06724,-0.15709,-0.00021
1462,-0.06639,-0.16059,0.00466
1463,-0.08933,-0.16364,-0.00508
1464,-0.07964,-0.14756,-0.0055
1465,-0.09119,-0.16642,-0.00278
1466,-0.10424,-0.16582,-0.00433
1467,-0.07479,-0.15862,0.00097
1468,-0.09382,-0.13684,-0.00382
1469,-0.10984,-0.1505,-0.00226
1470,-0.09538,-0.14663,0.01495
1471,-0.10382,-0.18039,0.00564
1472,-0.06829,-0.15353,-0.00726
1473,-0.07516,-0.16623,-0.00104
1474,-0.09799,-0.16371,-0.01186
1475,-0.09329,-0.19315,0.00105
1476,-0.09463,-0.17417,0.00397
1477,-0.10036,-0.17078,0.02053
1478,-0.09151,-0.15647,-0.00929
1479,-0.08812,-0.16668,-0.00408
1480,-0.13814,-0.12329,0.01381
1481,-0.10924,-0.1279,0.00508
1482,-0.10018,-0.13216,0.00939
1483,-0.08322,-0.11744,0.00118
1484,-0.10072,-0.15893,0.00562
1485,-0.10911,-0.14684,-0.00298
1486,-0.07778,-0.16619,0.0099
1487,-0.09238,-0.16583,0.01263
1488,-0.08859,-0.16959,0.01509
1489,-0.08728,-0.14085,-0.00276
1490,-0.10496,-0.14074,0.00117
1491,-0.07987,-0.16228,0.01532
1492,-0.09683,-0.17272,0.01209
1493,-0.15412,-0.15738,0.00923
1494,-0.07242,-0.16265,0.00746
1495,-0.12006,-0.18428,0.01774
1496,-0.10005,-0.18312,0.02077
1497,-0.1156,-0.17031,0.02305
1498,-0.08512,-0.15969,0.03118
1499,-0.09752,-0.17108,0.01287
1500,-0.11382,-0.17734,0.01812
1501,-0.10269,-0.1867,-0.0036
1502,-0.10613,-0.13624,-0.01588
1503,-0.14441,-0.18282,-0.01301
1504,-0.10574,-0.1584,-0.0157
1505,-0.09017,-0.16102,-0.03852
1506,-0.09629,-0.1596,-0.05802
1507,-0.1013,-0.13259,-0.0503
1508,-0.11772,-0.13291,-0.05407
1509,-0.10406,-0.16904,-0.06665
1510,-0.09851,-0.13157,-0.0876
1511,-0.11593,-0.14404,-0.05752
1512,-0.09255,-0.1217,-0.08422
1513,-0.04901,-0.13501,-0.09306
1514,-0.07026,-0.10517,-0.09686
1515,-0.079,-0.12316,-0.09158
1516,-0.10737,-0.11555,-0.11067
1517,-0.10198,-0.11136,-0.10465
1518,-0.1213,-0.11184,-0.0964
1519,-0.07534,-0.12769,-0.11189
1520,-0.11167,-0.13512,-0.11224
1521,-0.0852,-0.1184,-0.12578
1522,-0.10665,-0.12566,-0.12403
1523,-0.08465,-0.11355,-0.11489
1524,-0.10349,-0.10238,-0.12769
1525,-0.10927,-0.11832,-0.11347
1526,-0.09654,-0.11165,-0.13224
1527,-0.0878,-0.1226,-0.12884
1528,-0.09866,-0.1393,-0.15685
1529,-0.06935,-0.12361,-0.12654
1530,-0.07336,-0.12925,-0.13966
1531,-0.1304,-0.12905,-0.12486
1532,-0.10255,-0.14319,-0.12283
1533,-0.10762,-0.08296,-0.12847
1534,-0.10281,-0.09947,-0.12384
1535,-0.10702,-0.11903,-0.14444
1536,-0.08965,-0.10474,-0.13687
1537,-0.11824,-0.07993,-0.1331
1538,-0.13364,-0.08334,-0.14603
1539,-0.08748,-0.07518,-0.1411
1540,-0.09071,-0.08684,-0.12231
1541,-0.1126,-0.07502,-0.14331
1542,-0.10595,-0.12061,-0.13664
1543,-0.11394,-0.07866,-0.13112
1544,-0.09005,-0.09762,-0.1373
1545,-0.11388,-0.06774,-0.13493
1546,-0.10061,-0.09594,-0.12602
1547,-0.13183,-0.08829,-0.1304
1548,-0.09593,-0.11933,-0.1353
1549,-0.09147,-0.10326,-0.13633
1550,-0.09964,-0.08378,-0.138
1551,-0.1062,-0.09579,-0.14138
1552,-0.11229,-0.08742,-0.14102
1553,-0.07965,-0.1127,-0.12393
1554,-0.08923,-0.13835,-0.13223
1555,-0.09719,-0.09749,-0.13069
1556,-0.10474,-0.09286,-0.12548
1557,-0.0724,-0.11708,-0.11503
1558,-0.11142,-0.08513,-0.13624
1559,-0.10081,-0.10638,-0.11609
1560,-0.09069,-0.14269,-0.13357
1561,-0.07605,-0.11808,-0.13164
1562,-0.08528,-0.11381,-0.1216
1563,-0.0759,-0.11845,-0.13337
1564,-0.11061,-0.09724,-0.13631
1565,-0.09259,-0.11233,-0.12732
1566,-0.07789,-0.10889,-0.13344
1567,-0.10649,-0.1189,-0.1282
1568,-0.14842,-0.1222,-0.13426
1569,-0.10332,-0.09179,-0.13067
1570,-0.10701,-0.08449,-0.14437
1571,-0.12559,-0.11218,-0.14333
1572,-0.11919,-0.08415,-0.13577
1573,-0.09285,-0.10384,-0.11999
1574,-0.11938,-0.09528,-0.13614
1575,-0.12135,-0.11505,-0.13885
1576,-0.10843,-0.11248,-0.12151
1577,-0.10278,-0.10189,-0.14205
1578,-0.10326,-0.11132,-0.12896
1579,-0.1268,-0.07127,-0.12385
1580,-0.09273,-0.06048,-0.13107
1581,-0.13006,-0.11912,-0.13508
1582,-0.1157,-0.0748,-0.13967
1583,-0.09642,-0.09774,-0.13325
1584,-0.07345,-0.10746,-0.12092
1585,-0.09757,-0.07962,-0.12139
1586,-0.10353,-0.09988,-0.12627
1587,-0.10572,-0.10574,-0.13896
1588,-0.10332,-0.11874,-0.12411
1589,-0.11572,-0.09457,-0.12659
1590,-0.08256,-0.11163,-0.12583
1591,-0.10398,-0.09834,-0.12595
1592,-0.12644,-0.10566,-0.1186
1593,-0.07355,-0.12796,-0.12883
1594,-0.09536,-0.10591,-0.11418
1595,-0.10689,-0.09814,-0.13215
1596,-0.09523,-0.08907,-0.14748
1597,-0.09072,-0.10961,-0.12828
1598,-0.10166,-0.10791,-0.13005
1599,-0.0807,-0.11171,-0.1383
1600,-0.07267,-0.10564,-0.12865
1601,-0.09783,-0.11527,-0.12415
1602,-0.08042,-0.12258,-0.14243
1603,-0.09494,-0.08641,-0.14063
1604,-0.08205,-0.09594,-0.13
1605,-0.07715,-0.08593,-0.12334
1606,-0.07714,-0.11005,-0.12371
1607,-0.09146,-0.09502,-0.13127
1608,-0.11947,-0.06129,-0.14636
1609,-0.10394,-0.09956,-0.14085
1610,-0.07432,-0.12519,-0.1147
1611,-0.10947,-0.08196,-0.13872
1612,-0.09745,-0.11311,-0.12716
1613,-0.11679,-0.10217,-0.1403
1614,-0.11166,-0.11479,-0.13049
1615,-0.09636,-0.09926,-0.13023
1616,-0.07247,-0.10306,-0.12682
1617,-0.08185,-0.12101,-0.12765
1618,-0.10956,-0.10872,-0.13365
1619,-0.11265,-0.09491,-0.12198
1620,-0.12639,-0.11421,-0.12741
1621,-0.11011,-0.08814,-0.13672
1622,-0.0926,-0.10341,-0.12831
1623,-0.0799,-0.11608,-0.14001
1624,-0.09754,-0.09547,-0.13766
1625,-0.08671,-0.08657,-0.11971
1626,-0.09301,-0.10024,-0.12892
1627,-0.11004,-0.07748,-0.12576
1628,-0.05543,-0.1097,-0.13776
1629,-0.11595,-0.10466,-0.13329
1630,-0.08525,-0.09943,-0.13431
1631,-0.10745,-0.08595,-0.11989
1632,-0.08739,-0.11566,-0.13549
1633,-0.08933,-0.10721,-0.12397
1634,-0.07242,-0.09713,-0.13805
1635,-0.06232,-0.10354,-0.12778
1636,-0.07822,-0.09955,-0.13062
1637,-0.09713,-0.09832,-0.13246
1638,-0.10044,-0.10721,-0.12284
1639,-0.05476,-0.0694,-0.13654
1640,-0.07416,-0.08983,-0.11763
1641,-0.09683,-0.09926,-0.13968
1642,-0.07763,-0.08512,-0.12609
1643,-0.11661,-0.09869,-0.12474
1644,-0.09628,-0.08783,-0.1287
1645,-0.08179,-0.13762,-0.12896
1646,-0.08109,-0.08299,-0.14708
1647,-0.09137,-0.08449,-0.12336
1648,-0.11705,-0.12344,-0.13447
1649,-0.10729,-0.09653,-0.1272
1650,-0.09913,-0.1203,-0.12568
1651,-0.09551,-0.11187,-0.13332
1652,-0.10991,-0.11234,-0.13193
1653,-0.08613,-0.09219,-0.12697
1654,-0.0905,-0.09576,-0.12779
1655,-0.08016,-0.10485,-0.13724
1656,-0.065,-0.11067,-0.13773
1657,-0.09325,-0.11639,-0.12862
1658,-0.09024,-0.09962,-0.10443
1659,-0.0685,-0.13344,-0.12929
1660,-0.09991,-0.15241,-0.12086
1661,-0.09415,-0.11919,-0.11614
1662,-0.09412,-0.07826,-0.13269
1663,-0.09956,-0.11928,-0.13826
1664,-0.08888,-0.12168,-0.12411
1665,-0.07887,-0.0994,-0.12189
1666,-0.13318,-0.11836,-0.11864
1667,-0.10489,-0.10595,-0.13472
1668,-0.12066,-0.11383,-0.13622
1669,-0.1263,-0.09794,-0.13074
1670,-0.09427,-0.09237,-0.12473
1671,-0.08413,-0.11342,-0.11595
1672,-0.08633,-0.09567,-0.11679
1673,-0.09601,-0.11227,-0.13109
1674,-0.08951,-0.11101,-0.12621
1675,-0.1121,-0.10733,-0.12156
1676,-0.1383,-0.09804,-0.14015
1677,-0.11264,-0.12735,-0.12911
1678,-0.08325,-0.10194,-0.12948
1679,-0.13162,-0.10398,-0.12471
1680,-0.11046,-0.10229,-0.11842
1681,-0.08918,-0.12971,-0.12276
1682,-0.07693,-0.06846,-0.13552
1683,-0.08563,-0.12213,-0.12118
1684,-0.09917,-0.09213,-0.1293
1685,-0.09548,-0.09904,-0.1324
1686,-0.09695,-0.13912,-0.13234
1687,-0.10129,-0.09986,-0.13559
1688,-0.07502,-0.09292,-0.12469
1689,-0.0962,-0.11171,-0.13743
1690,-0.08124,-0.10572,-0.11636
1691,-0.09669,-0.10648,-0.13685
1692,-0.12718,-0.12821,-0.12094
1693,-0.08133,-0.11554,-0.1274
1694,-0.09999,-0.10259,-0.11542
1695,-0.09386,-0.11963,-0.14242
1696,-0.10818,-0.08531,-0.12195
1697,-0.08535,-0.06857,-0.13303
1698,-0.09975,-0.09497,-0.12251
1699,-0.1025,-0.09744,-0.12982
1700,-0.09032,-0.08279,-0.12715
1701,-0.07721,-0.11791,-0.12325
1702,-0.10239,-0.09614,-0.11955
1703,-0.10046,-0.09485,-0.11323
1704,-0.08559,-0.08181,-0.11977
1705,-0.09679,-0.10228,-0.12052
1706,-0.11934,-0.11176,-0.13849
1707,-0.12271,-0.08538,-0.12761
1708,-0.08019,-0.106,-0.11703
1709,-0.0769,-0.11645,-0.13204
1710,-0.09795,-0.08854,-0.12817
1711,-0.09766,-0.09418,-0.1327
1712,-0.05425,-0.10769,-0.12931
1713,-0.08302,-0.12962,-0.12046
1714,-0.10413,-0.08192,-0.13497
1715,-0.0868,-0.10282,-0.12939
1716,-0.08408,-0.09627,-0.12159
1717,-0.0849,-0.10321,-0.12332
1718,-0.09979,-0.1056,-0.13017
1719,-0.09065,-0.11063,-0.11686
1720,-0.07266,-0.11442,-0.11239
1721,-0.11096,-0.06504,-0.11487
1722,-0.1027,-0.1019,-0.11742
1723,-0.08151,-0.14136,-0.12052
1724,-0.11662,-0.0785,-0.09465
1725,-0.10334,-0.09071,-0.1027
1726,-0.10243,-0.0786,-0.1222
1727,-0.12439,-0.09451,-0.1101
1728,-0.09806,-0.10248,-0.11084
1729,-0.1013,-0.12657,-0.12123
1730,-0.0913,-0.08343,-0.12252
1731,-0.09967,-0.11777,-0.10929
1732,-0.11715,-0.13608,-0.10483
1733,-0.11723,-0.10201,-0.10769
1734,-0.1405,-0.1481,-0.10979
1735,-0.13029,-0.15116,-0.11496
1736,-0.14971,-0.1343,-0.10984
1737,-0.12691,-0.12436,-0.10741
1738,-0.13411,-0.12926,-0.11304
1739,-0.13247,-0.12147,-0.1185
1740,-0.14988,-0.12563,-0.11999
1741,-0.1361,-0.1354,-0.12102
1742,-0.12139,-0.1575,-0.14292
1743,-0.13474,-0.14785,-0.12787
1744,-0.15696,-0.15385,-0.12349
1745,-0.14214,-0.15248,-0.1325
1746,-0.14589,-0.14165,-0.13118
1747,-0.14644,-0.1353,-0.11601
1748,-0.13473,-0.14936,-0.13162
1749,-0.15997,-0.12309,-0.13336
1750,-0.138,-0.14521,-0.12298
1751,-0.14173,-0.11985,-0.13774
1752,-0.13178,-0.11161,-0.128
1753,-0.13687,-0.15144,-0.11796
1754,-0.14616,-0.14002,-0.12015
1755,-0.1125,-0.15887,-0.131
1756,-0.12658,-0.11223,-0.12776
1757,-0.1325,-0.1317,-0.13065
1758,-0.11403,-0.16034,-0.12852
1759,-0.14841,-0.12627,-0.13119
1760,-0.13945,-0.16775,-0.13024
1761,-0.14867,-0.11382,-0.12192
1762,-0.12767,-0.13451,-0.12656
1763,-0.13528,-0.12388,-0.14118
1764,-0.15863,-0.10347,-0.12981
1765,-0.12223,-0.13009,-0.15367
1766,-0.12148,-0.11649,-0.12789
1767,-0.11383,-0.15728,-0.13576
1768,-0.15139,-0.13399,-0.1284
1769,-0.14702,-0.1224,-0.13182
1770,-0.14936,-0.15134,-0.10916
1771,-0.11362,-0.15729,-0.12554
1772,-0.11499,-0.12278,-0.13905
1773,-0.1268,-0.09699,-0.12647
1774,-0.1254,-0.14825,-0.12875
1775,-0.10525,-0.13714,-0.14234
1776,-0.13339,-0.16626,-0.1342
1777,-0.15754,-0.14358,-0.13421
1778,-0.15433,-0.12323,-0.14424
1779,-0.16306,-0.14612,-0.13879
1780,-0.14218,-0.13787,-0.12893
1781,-0.13126,-0.15148,-0.13505
1782,-0.14961,-0.15477,-0.13273
1783,-0.15961,-0.14693,-0.14245
1784,-0.1259,-0.15486,-0.13914
1785,-0.14336,-0.12774,-0.14189
1786,-0.14764,-0.12932,-0.14727
1787,-0.12311,-0.16208,-0.14805
1788,-0.17674,-0.13519,-0.12971
1789,-0.12988,-0.14648,-0.14806
1790,-0.15599,-0.16906,-0.13673
1791,-0.15133,-0.17102,-0.13231
1792,-0.10733,-0.15442,-0.13918
1793,-0.13046,-0.14125,-0.1482
1794,-0.14305,-0.17139,-0.13775
1795,-0.15573,-0.15192,-0.1334
1796,-0.15289,-0.18012,-0.13374
1797,-0.13728,-0.1512,-0.13982
1798,-0.1411,-0.14828,-0.14716
1799,-0.1304,-0.1607,-0.13527
1800,-0.1442,-0.15341,-0.14118
1801,-0.14247,-0.16006,-0.13174
1802,-0.12247,-0.15047,-0.14672
1803,-0.12239,-0.18686,-0.13944
1804,-0.14893,-0.11994,-0.13442
1805,-0.13136,-0.14087,-0.13129
1806,-0.14104,-0.14216,-0.13217
1807,-0.14517,-0.17425,-0.13402
1808,-0.14388,-0.15292,-0.13407
1809,-0.13145,-0.15816,-0.14799
1810,-0.15513,-0.15555,-0.1298
1811,-0.11168,-0.17975,-0.13637
1812,-0.13021,-0.14627,-0.13591
1813,-0.11491,-0.14417,-0.14401
1814,-0.11257,-0.13206,-0.12889
1815,-0.1239,-0.15458,-0.11455
1816,-0.11806,-0.16236,-0.13768
1817,-0.12108,-0.15046,-0.13066
1818,-0.14365,-0.15869,-0.12679
1819,-0.15067,-0.12822,-0.12636
1820,-0.13627,-0.14744,-0.12982
1821,-0.15191,-0.14951,-0.12306
1822,-0.13417,-0.14085,-0.13387
1823,-0.12687,-0.16686,-0.12661
1824,-0.10322,-0.13254,-0.13616
1825,-0.13523,-0.13993,-0.12105
1826,-0.12423,-0.14793,-0.14117
1827,-0.09989,-0.18012,-0.13558
1828,-0.14169,-0.12923,-0.13432
1829,-0.12696,-0.14441,-0.12254
1830,-0.13329,-0.13362,-0.11864
1831,-0.12599,-0.10912,-0.12034
1832,-0.11662,-0.13425,-0.1085
1833,-0.10118,-0.13651,-0.12523
1834,-0.13012,-0.1128,-0.12761
1835,-0.11256,-0.1214,-0.14605
1836,-0.09317,-0.14842,-0.13194
1837,-0.09204,-0.15821,-0.13091
1838,-0.12443,-0.13366,-0.13001
1839,-0.1136,-0.14875,-0.13176
1840,-0.11556,-0.11746,-0.14111
1841,-0.13876,-0.1171,-0.13447
1842,-0.13718,-0.11493,-0.13678
1843,-0.13485,-0.1034,-0.14262
1844,-0.11241,-0.11724,-0.1466
1845,-0.10022,-0.11933,-0.13597
1846,-0.12092,-0.13426,-0.13036
1847,-0.12612,-0.12089,-0.14328
1848,-0.13681,-0.12827,-0.13062
1849,-0.10587,-0.12275,-0.1408
1850,-0.10343,-0.11536,-0.11794
1851,-0.11615,-0.1166,-0.13256
1852,-0.12746,-0.13171,-0.14416
1853,-0.12334,-0.08809,-0.13429
1854,-0.16422,-0.101,-0.13818
1855,-0.12704,-0.09094,-0.13646
1856,-0.11969,-0.11619,-0.12716
1857,-0.13181,-0.11994,-0.13893
1858,-0.11289,-0.12473,-0.13415
1859,-0.12099,-0.1191,-0.13087
1860,-0.10007,-0.14079,-0.12975
1861,-0.10434,-0.11417,-0.1391
1862,-0.14855,-0.11387,-0.12925
1863,-0.11246,-0.09554,-0.13837
1864,-0.11869,-0.08872,-0.14614
1865,-0.12121,-0.09961,-0.13308
1866,-0.13864,-0.10202,-0.13787
1867,-0.12567,-0.12483,-0.12779
1868,-0.1162,-0.11939,-0.12918
1869,-0.11952,-0.11739,-0.14795
1870,-0.13512,-0.09341,-0.12539
1871,-0.11966,-0.1158,-0.13
1872,-0.09354,-0.09653,-0.11613
1873,-0.12264,-0.07379,-0.11732
1874,-0.0896,-0.11135,-0.11324
1875,-0.13221,-0.12199,-0.13637
1876,-0.13737,-0.09492,-0.11858
1877,-0.1243,-0.11923,-0.13129
1878,-0.10594,-0.11739,-0.13068
1879,-0.1061,-0.12433,-0.12184
1880,-0.11458,-0.14087,-0.12667
1881,-0.13054,-0.12754,-0.13284
1882,-0.11716,-0.12218,-0.13527
1883,-0.13368,-0.14745,-0.10999
1884,-0.12718,-0.14192,-0.11453
1885,-0.12263,-0.14936,-0.12507
1886,-0.11744,-0.16417,-0.1177
1887,-0.1231,-0.16734,-0.10239
1888,-0.14811,-0.13568,-0.10671
1889,-0.11271,-0.12541,-0.11935
1890,-0.13457,-0.12496,-0.12093
1891,-0.14829,-0.15748,-0.13205
1892,-0.14243,-0.13366,-0.10874
1893,-0.13371,-0.1642,-0.1163
1894,-0.12013,-0.1421,-0.11955
1895,-0.10277,-0.11902,-0.13117
1896,-0.15655,-0.1632,-0.12366
1897,-0.11034,-0.1517,-0.11802
1898,-0.12328,-0.14744,-0.1354
1899,-0.13149,-0.11522,-0.13493
1900,-0.11452,-0.14961,-0.12631
1901,-0.10712,-0.14147,-0.13721
1902,-0.11432,-0.0773,-0.13658
1903,-0.12374,-0.1431,-0.1288
1904,-0.13122,-0.12811,-0.13052
1905,-0.11204,-0.10514,-0.12462
1906,-0.13847,-0.14091,-0.13875
1907,-0.09697,-0.13506,-0.14009
1908,-0.1028,-0.11626,-0.12857
1909,-0.13978,-0.12641,-0.12677
1910,-0.10398,-0.12591,-0.13288
1911,-0.11638,-0.12551,-0.13659
1912,-0.0717,-0.12192,-0.13612
1913,-0.11119,-0.11828,-0.13305
1914,-0.09219,-0.10924,-0.13787
1915,-0.11974,-0.10974,-0.13215
1916,-0.12827,-0.09913,-0.12361
1917,-0.13605,-0.08934,-0.1224
1918,-0.06952,-0.10001,-0.13424
1919,-0.10815,-0.09513,-0.13188
1920,-0.12089,-0.12452,-0.1177
1921,-0.14819,-0.14153,-0.12259
1922,-0.13333,-0.14117,-0.12151
1923,-0.10087,-0.09237,-0.12271
1924,-0.11968,-0.08171,-0.13306
1925,-0.09621,-0.0948,-0.13052
1926,-0.11173,-0.12846,-0.13547
1927,-0.1112,-0.09789,-0.13367
1928,-0.11523,-0.10037,-0.13197
1929,-0.09405,-0.1057,-0.13893
1930,-0.09762,-0.11461,-0.12563
1931,-0.11695,-0.10851,-0.13599
1932,-0.08843,-0.11994,-0.12597
1933,-0.09714,-0.10367,-0.11212
1934,-0.11153,-0.09978,-0.12443
1935,-0.12475,-0.10165,-0.13171
1936,-0.096,-0.13616,-0.12835
1937,-0.09375,-0.11586,-0.13139
1938,-0.10363,-0.13368,-0.11516
1939,-0.12504,-0.08802,-0.11964
1940,-0.13292,-0.09146,-0.1282
1941,-0.10005,-0.07215,-0.11633
1942,-0.11568,-0.09994,-0.13541
1943,-0.07714,-0.09748,-0.13459
1944,-0.08184,-0.1292,-0.12462
1945,-0.11935,-0.11318,-0.13459
1946,-0.09199,-0.10832,-0.12599
1947,-0.10066,-0.13,-0.12934
1948,-0.11325,-0.04916,-0.13329
1949,-0.06551,-0.09813,-0.12428
1950,-0.0974,-0.09169,-0.131
1951,-0.11568,-0.11405,-0.13752
1952,-0.08116,-0.10923,-0.12699
1953,-0.10908,-0.10215,-0.13055
1954,-0.12055,-0.10718,-0.14073
1955,-0.11485,-0.07587,-0.11308
1956,-0.09127,-0.09576,-0.11985
1957,-0.11744,-0.10918,-0.12184
1958,-0.09248,-0.07479,-0.12994
1959,-0.11154,-0.11531,-0.12036
1960,-0.11131,-0.09353,-0.12994
1961,-0.09721,-0.10572,-0.12826
1962,-0.10236,-0.10627,-0.12204
1963,-0.09171,-0.09345,-0.12333
1964,-0.09512,-0.08832,-0.11773
1965,-0.09802,-0.09306,-0.13188
1966,-0.10408,-0.09572,-0.13712
1967,-0.06746,-0.10898,-0.11852
1968,-0.10531,-0.10308,-0.11473
1969,-0.07668,-0.08291,-0.12768
1970,-0.12031,-0.10257,-0.12259
1971,-0.09152,-0.10164,-0.12686
1972,-0.10448,-0.1071,-0.10594
1973,-0.10761,-0.08575,-0.12386
1974,-0.06309,-0.10268,-0.11571
1975,-0.11031,-0.08406,-0.12622
1976,-0.12325,-0.10558,-0.13417
1977,-0.13451,-0.10896,-0.11832
1978,-0.08659,-0.10886,-0.13786
1979,-0.08737,-0.0933,-0.13905
1980,-0.10021,-0.09246,-0.12218
1981,-0.10009,-0.12017,-0.13101
1982,-0.07715,-0.06901,-0.12733
1983,-0.11873,-0.09661,-0.11408
1984,-0.1252,-0.09761,-0.11046
1985,-0.11407,-0.08306,-0.12119
1986,-0.08318,-0.11256,-0.11715
1987,-0.07525,-0.11208,-0.12723
1988,-0.10822,-0.10543,-0.12669
1989,-0.11913,-0.09827,-0.12836
1990,-0.0988,-0.13509,-0.13695
1991,-0.11748,-0.11522,-0.11542
1992,-0.08863,-0.10055,-0.10827
1993,-0.10139,-0.09266,-0.11885
1994,-0.1108,-0.07557,-0.1169
1995,-0.10984,-0.10901,-0.12516
1996,-0.08325,-0.11986,-0.12501
1997,-0.10924,-0.07883,-0.10895
1998,-0.10167,-0.09939,-0.12862
1999,-0.12555,-0.10383,-0.12255
2000,-0.10146,-0.11126,-0.12767
2001,-0.10002,-0.09838,-0.11414
2002,-0.09279,-0.11439,-0.13972
2003,-0.0912,-0.10698,-0.12271
2004,-0.11028,-0.09629,-0.1231
2005,-0.09466,-0.08345,-0.13265
2006,-0.1008,-0.11756,-0.13398
2007,-0.08344,-0.0991,-0.10882
2008,-0.12272,-0.1203,-0.11579
2009,-0.11447,-0.09782,-0.12658
2010,-0.09603,-0.1216,-0.11315
2011,-0.11618,-0.09976,-0.11836
2012,-0.13112,-0.11365,-0.1438
2013,-0.07491,-0.09038,-0.11588
2014,-0.07976,-0.08881,-0.12998
2015,-0.09013,-0.09579,-0.12302
2016,-0.07304,-0.10303,-0.12803
2017,-0.08952,-0.10751,-0.11569
2018,-0.10834,-0.08757,-0.11139
2019,-0.10511,-0.09835,-0.14085
2020,-0.09598,-0.12468,-0.10484
2021,-0.09702,-0.07524,-0.12018
2022,-0.10002,-0.12721,-0.11562
2023,-0.07539,-0.10307,-0.11279
2024,-0.11026,-0.1101,-0.13679
2025,-0.09977,-0.09125,-0.12697
2026,-0.1224,-0.11322,-0.12935
2027,-0.11159,-0.09898,-0.11994
2028,-0.06895,-0.10756,-0.11676
2029,-0.09031,-0.10966,-0.13459
2030,-0.09816,-0.12377,-0.113
2031,-0.10054,-0.13254,-0.11797
2032,-0.10886,-0.07865,-0.11439
2033,-0.08613,-0.08063,-0.12064
2034,-0.10444,-0.12397,-0.12131
2035,-0.09776,-0.12858,-0.11685
2036,-0.09414,-0.13835,-0.10773
2037,-0.11687,-0.08815,-0.12401
2038,-0.05625,-0.08953,-0.12172
2039,-0.11521,-0.10695,-0.1273
2040,-0.08968,-0.11598,-0.11074
2041,-0.10871,-0.14348,-0.10991
2042,-0.11578,-0.11195,-0.12278
2043,-0.1275,-0.11159,-0.11389
2044,-0.10844,-0.10732,-0.12702
2045,-0.09656,-0.12706,-0.10149
2046,-0.10414,-0.09934,-0.11765
2047,-0.11972,-0.10268,-0.10523
2048,-0.11013,-0.10596,-0.10414
2049,-0.12068,-0.10919,-0.11075
2050,-0.14581,-0.12713,-0.12183
2051,-0.11767,-0.09405,-0.12556
2052,-0.11986,-0.1614,-0.11587
2053,-0.11461,-0.11236,-0.123
2054,-0.12563,-0.13195,-0.12422
2055,-0.13263,-0.09507,-0.10559
2056,-0.09987,-0.12141,-0.11353
2057,-0.11251,-0.11972,-0.10796
