year,fore-aft,lateral-force,norma-force
2724,-0.10939,-0.13002,-0.06848
2725,-0.1213,-0.09259,-0.04988
2726,-0.11248,-0.1389,-0.05287
2727,-0.11608,-0.13298,-0.06177
2728,-0.11912,-0.11691,-0.05568
2729,-0.11251,-0.10603,-0.05816
2730,-0.08159,-0.13594,-0.05718
2731,-0.1288,-0.12548,-0.05924
2732,-0.13605,-0.12043,-0.05073
2733,-0.13199,-0.11323,-0.05272
2734,-0.12845,-0.14311,-0.05054
2735,-0.0772,-0.10671,-0.05865
2736,-0.11292,-0.14753,-0.04924
2737,-0.14479,-0.11556,-0.06123
2738,-0.14295,-0.12858,-0.04676
2739,-0.09053,-0.1401,-0.06384
2740,-0.13938,-0.14731,-0.04936
2741,-0.12286,-0.12186,-0.04846
2742,-0.14747,-0.12517,-0.05862
2743,-0.14602,-0.10592,-0.05483
2744,-0.11329,-0.11011,-0.05063
2745,-0.10797,-0.13419,-0.04982
2746,-0.0716,-0.13086,-0.05243
2747,-0.12947,-0.13924,-0.06313
2748,-0.11858,-0.11473,-0.05579
2749,-0.09958,-0.11433,-0.05449
2750,-0.09663,-0.09692,-0.03973
2751,-0.1269,-0.14378,-0.03001
2752,-0.11959,-0.11159,-0.05221
2753,-0.13468,-0.13126,-0.03939
2754,-0.13731,-0.13517,-0.04562
2755,-0.1129,-0.12816,-0.02384
2756,-0.12832,-0.09914,-0.03768
2757,-0.10814,-0.1625,-0.026
2758,-0.1063,-0.12417,-0.03411
2759,-0.08002,-0.13314,-0.04189
2760,-0.10751,-0.14705,-0.04474
2761,-0.10423,-0.13188,-0.03188
2762,-0.13889,-0.11255,-0.04072
2763,-0.09967,-0.13344,-0.04429
2764,-0.12338,-0.10871,-0.04001
2765,-0.11356,-0.14116,-0.03902
2766,-0.11247,-0.13133,-0.04123
2767,-0.09118,-0.10493,-0.04456
2768,-0.11889,-0.09938,-0.05208
2769,-0.10036,-0.14016,-0.04894
2770,-0.10544,-0.13531,-0.04805
2771,-0.1062,-0.1544,-0.03962
2772,-0.12698,-0.13522,-0.0566
2773,-0.12815,-0.12905,-0.0359
2774,-0.10781,-0.13575,-0.05566
2775,-0.09706,-0.09746,-0.05905
2776,-0.1052,-0.15694,-0.04446
2777,-0.09729,-0.1579,-0.06146
2778,-0.10476,-0.15893,-0.05125
2779,-0.10323,-0.17139,-0.06183
2780,-0.12824,-0.11682,-0.04714
2781,-0.10296,-0.13313,-0.05745
2782,-0.11435,-0.1476,-0.04266
2783,-0.11372,-0.13698,-0.05454
2784,-0.11266,-0.11214,-0.06457
2785,-0.12535,-0.14173,-0.05437
2786,-0.12902,-0.145,-0.06269
2787,-0.13827,-0.122,-0.06432
2788,-0.13528,-0.13848,-0.06019
2789,-0.12098,-0.12275,-0.07785
2790,-0.11125,-0.15673,-0.06241
2791,-0.10621,-0.11618,-0.06577
2792,-0.11312,-0.14042,-0.05572
2793,-0.12335,-0.13507,-0.09029
2794,-0.1348,-0.11532,-0.08209
2795,-0.12462,-0.14011,-0.08473
2796,-0.14013,-0.16249,-0.0777
2797,-0.12624,-0.14599,-0.08858
2798,-0.1371,-0.13735,-0.06618
2799,-0.13291,-0.152,-0.08572
2800,-0.12985,-0.12786,-0.07808
2801,-0.11909,-0.15522,-0.06765
2802,-0.12093,-0.14035,-0.08894
2803,-0.14633,-0.13348,-0.07127
2804,-0.1117,-0.15827,-0.08608
2805,-0.10849,-0.14737,-0.08279
2806,-0.10064,-0.11022,-0.09837
2807,-0.09668,-0.16033,-0.09001
2808,-0.14056,-0.11577,-0.09611
2809,-0.11611,-0.09002,-0.10935
2810,-0.12309,-0.0865,-0.09875
2811,-0.1142,-0.11972,-0.10772
2812,-0.11214,-0.10142,-0.10968
2813,-0.08601,-0.0847,-0.10985
2814,-0.11074,-0.09436,-0.13023
2815,-0.09831,-0.11526,-0.1218
2816,-0.1265,-0.06978,-0.13361
2817,-0.10346,-0.0744,-0.1178
2818,-0.0993,-0.12459,-0.12695
2819,-0.10057,-0.09877,-0.13313
2820,-0.07773,-0.11397,-0.12531
2821,-0.12128,-0.11634,-0.13764
2822,-0.09744,-0.13884,-0.11082
2823,-0.08628,-0.11182,-0.10293
2824,-0.09904,-0.11617,-0.11622
2825,-0.1185,-0.10124,-0.13194
2826,-0.1105,-0.11842,-0.11056
2827,-0.09434,-0.07713,-0.1295
2828,-0.07332,-0.08486,-0.11072
2829,-0.09368,-0.12642,-0.1108
2830,-0.11726,-0.1174,-0.12331
2831,-0.07626,-0.00621,0.29108
2832,-0.00142,-0.02122,0.51663
2833,0.08693,-0.05885,0.86449
2834,0.08865,-0.03261,0.84974
2835,0.19086,0.0256,1.30182
2836,0.31736,0.03991,1.73519
2837,0.27832,0.03602,1.63627
2838,0.24232,0.07257,1.69625
2839,0.35975,0.05355,1.92258
2840,0.39811,0.07706,1.94091
2841,0.40488,0.06721,1.90554
2842,0.48813,0.08147,2.03032
2843,0.57136,0.07078,2.72485
2844,0.63421,0.0815,2.02092
2845,0.62452,0.08626,1.74615
2846,0.61121,0.05996,1.52837
2847,0.81078,0.17,2.20944
2848,1.33555,0.07503,3.99155
2849,0.71021,-0.0173,1.99489
2850,0.69949,-0.11244,1.49794
2851,0.22642,-0.05387,1.29572
2852,0.14635,0.00599,1.04199
2853,0.04103,0.01593,1.09997
2854,0.0279,-0.05394,0.96358
2855,-0.00111,-0.05603,1.06779
2856,-0.04558,-0.03696,1.08978
2857,-0.08463,-0.04988,1.24757
2858,-0.04125,-0.06359,1.32645
2859,-0.04734,-0.06911,1.32048
2860,-0.07815,-0.11482,1.24823
2861,-0.08612,-0.12084,1.16293
2862,-0.09136,-0.14146,1.07366
2863,-0.09217,-0.13333,1.04015
2864,-0.06098,-0.10859,1.02326
2865,-0.0885,-0.13554,1.04101
2866,-0.08267,-0.11799,1.01985
2867,-0.04311,-0.13545,1.00433
2868,-0.03784,-0.13789,1.02077
2869,-0.04778,-0.11236,0.99159
2870,-0.02555,-0.10583,0.99811
2871,-0.02955,-0.08738,1.0074
2872,-0.01909,-0.10349,1.01748
2873,-0.03554,-0.09211,1.04404
2874,-0.02253,-0.10311,1.05372
2875,-0.00092,-0.12584,1.05377
2876,0.00525,-0.07594,1.05424
2877,-0.00103,-0.10993,1.07753
2878,0.00462,-0.1212,1.07687
2879,0.01961,-0.09719,1.06766
2880,0.02542,-0.14277,1.0801
2881,0.01445,-0.09092,1.09943
2882,0.03849,-0.13998,1.18336
2883,0.05511,-0.10638,1.22258
2884,0.03764,-0.12165,1.19355
2885,0.03553,-0.08809,1.2237
2886,0.05371,-0.11545,1.24048
2887,0.04213,-0.08538,1.2466
2888,0.06284,-0.09117,1.22688
2889,0.03737,-0.07538,1.20148
2890,0.04712,-0.07945,1.18814
2891,0.06607,-0.07246,1.15263
2892,0.03919,-0.07506,1.12055
2893,0.032,-0.05618,1.11016
2894,0.04448,-0.09765,1.1034
2895,0.04369,-0.09406,1.10171
2896,0.03022,-0.06744,1.09911
2897,-0.01413,-0.08228,1.10244
2898,0.01939,-0.04587,1.12609
2899,0.04394,-0.06713,1.13055
2900,0.02056,-0.06999,1.13396
2901,0.00201,-0.06836,1.1404
2902,0.02086,-0.09596,1.14552
2903,0.01141,-0.08272,1.14001
2904,-0.01099,-0.06716,1.13361
2905,0.00588,-0.06911,1.13248
2906,0.00742,-0.08595,1.13531
2907,0.01705,-0.0963,1.12372
2908,0.01628,-0.09217,1.14489
2909,0.01558,-0.07413,1.1312
2910,0.0044,-0.11098,1.13366
2911,-0.00255,-0.11075,1.12467
2912,-0.0029,-0.0842,1.12986
2913,0.00607,-0.08868,1.13836
2914,0.01097,-0.12853,1.12725
2915,-0.02639,-0.09011,1.13978
2916,0.00772,-0.1006,1.14368
2917,0.01639,-0.08471,1.133
2918,-0.00135,-0.09336,1.12914
2919,0.03316,-0.09602,1.13563
2920,0.01858,-0.09519,1.13752
2921,0.00955,-0.08561,1.12798
2922,0.01518,-0.12162,1.12541
2923,0.01409,-0.09953,1.12331
2924,-0.02302,-0.11015,1.13485
2925,-0.0036,-0.09442,1.13052
2926,0.02614,-0.09526,1.12699
2927,-0.0029,-0.10185,1.12553
2928,0.00984,-0.10834,1.13399
2929,-0.00715,-0.07774,1.123
2930,0.03219,-0.08344,1.12943
2931,-0.01621,-0.10326,1.12915
2932,0.03259,-0.08405,1.1423
2933,0.02491,-0.10922,1.13987
2934,0.00052,-0.09221,1.13412
2935,0.025,-0.09898,1.14154
2936,0.01734,-0.09201,1.13304
2937,-0.00901,-0.07596,1.12226
2938,-0.01469,-0.0958,1.13487
2939,0.00971,-0.09448,1.12433
2940,-0.00036,-0.12101,1.11756
2941,0.01067,-0.07432,1.13346
2942,0.044,-0.09991,1.13262
2943,0.01348,-0.09122,1.13361
2944,0.00828,-0.04842,1.12643
2945,-0.01202,-0.08493,1.14379
2946,0.00778,-0.07901,1.13506
2947,0.01816,-0.10727,1.13057
2948,-0.00053,-0.09863,1.1394
2949,0.01311,-0.07635,1.13073
2950,0.00174,-0.06179,1.12926
2951,0.00277,-0.10785,1.12804
2952,-0.00925,-0.06426,1.13336
2953,-0.00444,-0.11603,1.11013
2954,0.02863,-0.06828,1.11556
2955,0.00678,-0.08749,1.1475
2956,0.00689,-0.10516,1.16008
2957,-0.02722,-0.08075,1.1257
2958,0.01491,-0.0753,1.14049
2959,0.00792,-0.10172,1.13512
2960,0.00158,-0.09229,1.13735
2961,0.00631,-0.09485,1.14368
2962,0.00549,-0.06845,1.13173
2963,-0.00992,-0.09212,1.13981
2964,-0.00182,-0.08624,1.14646
2965,0.00271,-0.06727,1.14243
2966,0.00869,-0.07798,1.14254
2967,0.01018,-0.10925,1.13776
2968,-0.00863,-0.11951,1.1442
2969,0.00743,-0.06288,1.15072
2970,0.00023,-0.08362,1.14635
2971,0.02699,-0.08174,1.1361
2972,0.00888,-0.07916,1.14219
2973,-0.00454,-0.09774,1.13956
2974,0.0086,-0.08165,1.14591
2975,-0.02076,-0.0598,1.14984
2976,-0.01623,-0.08038,1.14045
2977,-0.00001,-0.07981,1.14228
2978,0.02946,-0.12053,1.14361
2979,-0.00735,-0.06331,1.13107
2980,-0.00281,-0.08811,1.1441
2981,-0.01013,-0.09351,1.14668
2982,0.00829,-0.0704,1.14942
2983,0.00642,-0.10962,1.12565
2984,-0.01233,-0.09138,1.14104
2985,0.01969,-0.11119,1.13429
2986,0.00782,-0.09467,1.13063
2987,-0.01114,-0.08446,1.12976
2988,0.0038,-0.09856,1.12822
2989,-0.00247,-0.08735,1.13184
2990,-0.02604,-0.07546,1.13842
2991,0.03299,-0.07004,1.15202
2992,0.01937,-0.08418,1.1461
2993,0.02476,-0.10236,1.1468
2994,-0.00884,-0.11979,1.1278
2995,0.01107,-0.08822,1.1444
2996,0.01943,-0.11494,1.13363
2997,-0.0073,-0.07992,1.143
2998,0.01644,-0.10818,1.12947
2999,-0.01747,-0.06537,1.13517
3000,0.00226,-0.07127,1.13397
